spike_timestep,spike_class,amplitude,firing_rate
3785680.0,2,4,5
3787268.0,2,4,5
3788289.0,0,4,5
3790109.0,1,4,5
3790480.0,0,4,5
3791157.0,0,4,5
3791464.0,2,4,5
3792366.0,0,4,5
3792859.0,0,4,5
3794910.0,0,4,5
3796428.0,0,4,5
3796557.0,2,4,5
3796736.0,0,4,5
3797025.0,2,4,5
3797416.0,0,4,5
3799413.0,0,4,5
3800427.0,0,4,5
3801094.0,0,4,5
3802738.0,2,4,5
3802991.0,0,4,5
3803464.0,2,4,5
3803556.0,0,4,5
3803775.0,0,4,5
3804337.0,0,4,5
3804494.0,0,4,5
3804987.0,1,4,5
3805752.0,0,4,5
3806161.0,0,4,5
3807253.0,1,4,5
3807886.0,0,4,5
3808082.0,0,4,5
3812119.0,0,4,5
3813208.0,0,4,5
3816692.0,0,4,5
3817552.0,0,4,5
3817852.0,1,4,5
3817982.0,2,4,5
3818110.0,0,4,5
3818742.0,0,4,5
3819005.0,2,4,5
3819957.0,2,4,5
3820181.0,0,4,5
3820604.0,1,4,5
3821150.0,0,4,5
3822710.0,0,4,5
3823514.0,0,4,5
3824488.0,0,4,5
3824656.0,0,4,5
3824949.0,2,4,5
3825186.0,2,4,5
3825514.0,0,4,5
3827842.0,2,4,5
3829688.0,1,4,5
3831592.0,0,4,5
3832219.0,0,4,5
3833284.0,0,4,5
3834266.0,0,4,5
3834850.0,2,4,5
3838621.0,0,4,5
3839617.0,0,4,5
3839967.0,1,4,5
3842837.0,1,4,5
3843644.0,1,4,5
3843873.0,0,4,5
3844811.0,2,4,5
3845406.0,1,4,5
3846184.0,1,4,5
3846960.0,2,4,5
3847370.0,0,4,5
3847464.0,0,4,5
3850407.0,0,4,5
3851669.0,0,4,5
3851976.0,0,4,5
3852653.0,1,4,5
3852940.0,0,4,5
3854159.0,1,4,5
3854326.0,0,4,5
3854674.0,0,4,5
3855184.0,0,4,5
3855654.0,0,4,5
3855928.0,0,4,5
3856375.0,1,4,5
3857470.0,0,4,5
3858095.0,0,4,5
3859062.0,0,4,5
3861969.0,1,4,5
3862805.0,0,4,5
3864730.0,0,4,5
3866358.0,0,4,5
3866655.0,2,4,5
3866930.0,1,4,5
3867102.0,0,4,5
3867579.0,0,4,5
3868535.0,0,4,5
3869303.0,0,4,5
3869696.0,1,4,5
3870018.0,0,4,5
3870860.0,0,4,5
3871539.0,0,4,5
3872004.0,0,4,5
3873143.0,0,4,5
3874557.0,0,4,5
3876827.0,1,4,5
3876973.0,0,4,5
3879056.0,0,4,5
3879698.0,1,4,5
3879913.0,0,4,5
3880475.0,0,4,5
3880984.0,0,4,5
3881876.0,1,4,5
3882243.0,2,4,5
3882950.0,0,4,5
3884802.0,0,4,5
3885623.0,0,4,5
3886728.0,2,4,5
3886977.0,0,4,5
3888122.0,0,4,5
3889844.0,1,4,5
3891094.0,1,4,5
3893914.0,0,4,5
3895385.0,0,4,5
3895962.0,0,4,5
3896783.0,0,4,5
3897344.0,0,4,5
3897448.0,0,4,5
3898855.0,2,4,5
3898980.0,0,4,5
3899119.0,1,4,5
3900518.0,0,4,5
3902221.0,0,4,5
3903456.0,0,4,5
3905427.0,2,4,5
3905667.0,0,4,5
3907737.0,0,4,5
3910602.0,0,4,5
3911563.0,0,4,5
3912443.0,0,4,5
3912796.0,1,4,5
3913020.0,1,4,5
3913216.0,0,4,5
3913683.0,2,4,5
3914953.0,0,4,5
3919091.0,0,4,5
3919224.0,0,4,5
3919762.0,2,4,5
3920985.0,0,4,5
3921541.0,0,4,5
3922768.0,0,4,5
3922920.0,0,4,5
3923861.0,1,4,5
3923989.0,0,4,5
3924880.0,0,4,5
3927144.0,0,4,5
3928201.0,0,4,5
3929091.0,0,4,5
3929747.0,2,4,5
3929952.0,0,4,5
3930151.0,2,4,5
3930799.0,1,4,5
3931068.0,1,4,5
3932458.0,0,4,5
3936642.0,2,4,5
3938704.0,0,4,5
3939589.0,0,4,5
3940339.0,0,4,5
3940436.0,2,4,5
3940645.0,0,4,5
3940774.0,1,4,5
3942516.0,1,4,5
3942634.0,0,4,5
3942735.0,0,4,5
3943338.0,0,4,5
3944730.0,0,4,5
3945087.0,0,4,5
3946463.0,2,4,5
3947950.0,2,4,5
3948883.0,0,4,5
3949325.0,0,4,5
3949452.0,0,4,5
3952728.0,0,4,5
3957219.0,0,4,5
3957955.0,1,4,5
3958179.0,2,4,5
3960341.0,0,4,5
3960835.0,0,4,5
3961091.0,1,4,5
3963772.0,0,4,5
3964101.0,1,4,5
3964930.0,0,4,5
3965449.0,0,4,5
3966230.0,1,4,5
3967343.0,0,4,5
3969464.0,0,4,5
3970008.0,1,4,5
3970450.0,0,4,5
3970851.0,2,4,5
3973587.0,0,4,5
3974171.0,0,4,5
3974349.0,0,4,5
3974483.0,0,4,5
3975049.0,2,4,5
3975858.0,0,4,5
3975983.0,2,4,5
3977746.0,0,4,5
3980976.0,1,4,5
3981133.0,0,4,5
3981475.0,0,4,5
3983325.0,0,4,5
3985558.0,0,4,5
3986638.0,1,4,5
3988099.0,0,4,5
3988590.0,0,4,5
3989050.0,2,4,5
3989525.0,0,4,5
3990015.0,1,4,5
3990606.0,0,4,5
3990687.0,1,4,5
3991450.0,2,4,5
3991972.0,0,4,5
3992065.0,0,4,5
3992650.0,2,4,5
3992828.0,0,4,5
3993237.0,0,4,5
3993355.0,0,4,5
3994611.0,0,4,5
3996113.0,1,4,5
3996896.0,0,4,5
3998068.0,0,4,5
3998157.0,1,4,5
3999566.0,2,4,5
3999722.0,2,4,5
3999873.0,0,4,5
4000351.0,2,4,5
4000727.0,0,4,5
4001041.0,0,4,5
4002173.0,0,4,5
4002447.0,0,4,5
4003387.0,0,4,5
4004629.0,0,4,5
4006211.0,2,4,5
4007600.0,0,4,5
4007982.0,1,4,5
4009416.0,0,4,5
4009911.0,0,4,5
4010882.0,2,4,5
4013650.0,0,4,5
4014009.0,0,4,5
4014395.0,0,4,5
4014872.0,0,4,5
4015649.0,0,4,5
4017263.0,0,4,5
4017392.0,0,4,5
4017880.0,0,4,5
4018011.0,1,4,5
4018127.0,0,4,5
4018218.0,0,4,5
4019038.0,1,4,5
4019237.0,2,4,5
4019746.0,2,4,5
4020513.0,0,4,5
4022022.0,0,4,5
4022672.0,0,4,5
4023083.0,0,4,5
4024085.0,2,4,5
4024438.0,0,4,5
4025928.0,2,4,5
4026781.0,0,4,5
4027074.0,0,4,5
4027941.0,2,4,5
4028425.0,1,4,5
4028771.0,0,4,5
4028875.0,2,4,5
4031167.0,1,4,5
4032116.0,0,4,5
4032958.0,1,4,5
4034539.0,0,4,5
4034788.0,0,4,5
4036612.0,2,4,5
4036983.0,2,4,5
4037076.0,0,4,5
4037220.0,0,4,5
4037928.0,2,4,5
4039387.0,0,4,5
4040609.0,0,4,5
4041370.0,0,4,5
4042309.0,1,4,5
4042588.0,0,4,5
4043126.0,0,4,5
4043381.0,0,4,5
4044359.0,0,4,5
4045726.0,0,4,5
4046166.0,0,4,5
4046952.0,0,4,5
4047453.0,0,4,5
4047796.0,1,4,5
4049138.0,0,4,5
4050204.0,0,4,5
4050438.0,0,4,5
4050889.0,1,4,5
4051142.0,1,4,5
4053061.0,2,4,5
4053845.0,0,4,5
4054923.0,1,4,5
4055203.0,0,4,5
4057287.0,2,4,5
4059938.0,0,4,5
4063726.0,0,4,5
4065355.0,2,4,5
4065467.0,0,4,5
4065702.0,0,4,5
4067230.0,0,4,5
4068809.0,2,4,5
4069672.0,0,4,5
4069986.0,1,4,5
4071178.0,0,4,5
4072482.0,0,4,5
4073772.0,0,4,5
4074974.0,0,4,5
4075457.0,0,4,5
4075824.0,0,4,5
4076262.0,0,4,5
4076399.0,0,4,5
4076795.0,0,4,5
4077408.0,2,4,5
4077750.0,0,4,5
4078068.0,2,4,5
4081429.0,0,4,5
4082182.0,0,4,5
4083366.0,0,4,5
4083883.0,2,4,5
4084859.0,0,4,5
4085322.0,0,4,5
4087794.0,0,4,5
4090237.0,0,4,5
4090953.0,0,4,5
4091888.0,2,4,5
4092372.0,1,4,5
4094107.0,0,4,5
4094556.0,2,4,5
4094707.0,0,4,5
4095147.0,0,4,5
4095277.0,1,4,5
4096224.0,1,4,5
4097559.0,2,4,5
4099310.0,0,4,5
4100273.0,0,4,5
4100902.0,0,4,5
4103397.0,0,4,5
4103867.0,0,4,5
4104962.0,0,4,5
4106205.0,0,4,5
4106727.0,0,4,5
4107735.0,0,4,5
4108668.0,0,4,5
4109009.0,1,4,5
4109977.0,1,4,5
4111456.0,0,4,5
4112672.0,0,4,5
4115194.0,0,4,5
4116864.0,0,4,5
4117123.0,0,4,5
4119366.0,0,4,5
4120198.0,1,4,5
4120756.0,2,4,5
4120854.0,0,4,5
4121344.0,0,4,5
4121766.0,2,4,5
4121853.0,0,4,5
4123040.0,2,4,5
4123234.0,0,4,5
4123561.0,2,4,5
4125481.0,0,4,5
4126781.0,0,4,5
4127252.0,0,4,5
4128119.0,0,4,5
4128926.0,1,4,5
4130368.0,0,4,5
4130491.0,0,4,5
4131753.0,0,4,5
4132735.0,0,4,5
4133148.0,0,4,5
4136579.0,0,4,5
4136727.0,0,4,5
4138860.0,0,4,5
4140115.0,0,4,5
4140241.0,0,4,5
4141516.0,0,4,5
4143643.0,1,4,5
4144122.0,0,4,5
4144625.0,0,4,5
4144865.0,0,4,5
4145188.0,1,4,5
4145388.0,0,4,5
4147744.0,0,4,5
4147879.0,1,4,5
4148032.0,1,4,5
4148284.0,0,4,5
4148461.0,0,4,5
4149073.0,2,4,5
4149161.0,0,4,5
4150111.0,0,4,5
4150273.0,2,4,5
4151036.0,0,4,5
4151175.0,0,4,5
4152130.0,0,4,5
4152906.0,0,4,5
4153125.0,1,4,5
4153225.0,1,4,5
4153950.0,0,4,5
4154394.0,0,4,5
4154545.0,1,4,5
4154758.0,0,4,5
4155396.0,0,4,5
4156506.0,1,4,5
4157073.0,1,4,5
4158098.0,0,4,5
4158357.0,2,4,5
4160238.0,1,4,5
4160552.0,1,4,5
4160967.0,0,4,5
4161141.0,2,4,5
4164302.0,0,4,5
4164558.0,0,4,5
4164707.0,1,4,5
4168042.0,0,4,5
4168285.0,0,4,5
4169403.0,2,4,5
4170913.0,1,4,5
4171561.0,0,4,5
4172323.0,0,4,5
4172646.0,2,4,5
4173308.0,0,4,5
4173416.0,0,4,5
4175368.0,0,4,5
4175646.0,0,4,5
4175837.0,0,4,5
4176120.0,0,4,5
4176696.0,0,4,5
4176913.0,2,4,5
4176997.0,0,4,5
4177229.0,0,4,5
4177623.0,2,4,5
4177800.0,0,4,5
4179101.0,0,4,5
4179380.0,0,4,5
4180022.0,0,4,5
4181276.0,0,4,5
4182794.0,0,4,5
4183776.0,2,4,5
4184056.0,0,4,5
4184793.0,0,4,5
4185032.0,0,4,5
4186143.0,1,4,5
4188845.0,0,4,5
4188927.0,0,4,5
4189810.0,0,4,5
4190417.0,1,4,5
4190869.0,0,4,5
4193772.0,0,4,5
4194301.0,2,4,5
4195397.0,2,4,5
4195608.0,0,4,5
4196620.0,0,4,5
4196981.0,0,4,5
4197080.0,0,4,5
4197163.0,1,4,5
4198512.0,2,4,5
4198971.0,1,4,5
4200213.0,0,4,5
4200303.0,1,4,5
4200468.0,0,4,5
4203057.0,0,4,5
4203625.0,1,4,5
4204852.0,0,4,5
4206364.0,1,4,5
4206586.0,0,4,5
4208097.0,2,4,5
4208834.0,2,4,5
4208928.0,0,4,5
4210740.0,2,4,5
4211345.0,0,4,5
4212197.0,0,4,5
4212548.0,0,4,5
4213022.0,0,4,5
4213268.0,0,4,5
4213645.0,0,4,5
4215070.0,0,4,5
4216176.0,2,4,5
4217461.0,1,4,5
4217995.0,0,4,5
4218497.0,2,4,5
4218789.0,1,4,5
4220390.0,0,4,5
4222872.0,0,4,5
4223158.0,0,4,5
4225379.0,1,4,5
4225805.0,0,4,5
4226196.0,0,4,5
4226940.0,0,4,5
4227798.0,2,4,5
4228515.0,0,4,5
4228908.0,0,4,5
4230559.0,0,4,5
4231214.0,0,4,5
4232299.0,0,4,5
4234193.0,0,4,5
4234896.0,0,4,5
4236056.0,0,4,5
4237951.0,0,4,5
4238159.0,0,4,5
4238318.0,0,4,5
4239099.0,1,4,5
4240504.0,2,4,5
4241013.0,1,4,5
4241118.0,0,4,5
4241366.0,1,4,5
4242131.0,0,4,5
4242300.0,2,4,5
4244432.0,0,4,5
4244738.0,0,4,5
4245480.0,2,4,5
4245642.0,0,4,5
4246238.0,0,4,5
4247340.0,0,4,5
4247688.0,0,4,5
4247793.0,0,4,5
4248630.0,0,4,5
4251135.0,1,4,5
4251266.0,0,4,5
4252064.0,2,4,5
4254022.0,2,4,5
4256622.0,0,4,5
4256929.0,0,4,5
4257340.0,0,4,5
4257600.0,1,4,5
4260472.0,0,4,5
4260579.0,0,4,5
4262144.0,2,4,5
4262660.0,2,4,5
4263366.0,0,4,5
4268004.0,0,4,5
4268290.0,0,4,5
4268463.0,2,4,5
4273164.0,1,4,5
4273913.0,1,4,5
4274113.0,0,4,5
4274291.0,0,4,5
4275153.0,0,4,5
4275264.0,0,4,5
4275451.0,0,4,5
4276445.0,1,4,5
4277320.0,1,4,5
4278434.0,0,4,5
4279805.0,0,4,5
4280020.0,0,4,5
4280350.0,0,4,5
4280526.0,0,4,5
4281282.0,0,4,5
4281630.0,2,4,5
4281912.0,0,4,5
4282282.0,1,4,5
4282910.0,0,4,5
4283796.0,0,4,5
4284711.0,0,4,5
4284942.0,1,4,5
4286752.0,0,4,5
4287371.0,0,4,5
4288624.0,0,4,5
4289573.0,1,4,5
4290870.0,0,4,5
4293472.0,0,4,5
4294219.0,1,4,5
4295491.0,0,4,5
4296065.0,0,4,5
4296575.0,0,4,5
4296917.0,1,4,5
4297429.0,0,4,5
4297589.0,0,4,5
4298062.0,1,4,5
4298267.0,0,4,5
4300638.0,0,4,5
4302560.0,2,4,5
4303173.0,2,4,5
4304538.0,0,4,5
4304848.0,1,4,5
4305484.0,0,4,5
4307892.0,2,4,5
4308837.0,0,4,5
4309124.0,2,4,5
4309440.0,1,4,5
4311024.0,0,4,5
4312520.0,0,4,5
4312829.0,0,4,5
4315589.0,0,4,5
4315867.0,0,4,5
4317706.0,0,4,5
4318196.0,0,4,5
4319529.0,0,4,5
4319719.0,0,4,5
4320134.0,2,4,5
4320530.0,0,4,5
4320682.0,0,4,5
4321942.0,0,4,5
4322421.0,2,4,5
4322592.0,0,4,5
4323046.0,0,4,5
4324925.0,0,4,5
4326024.0,2,4,5
4326958.0,0,4,5
4327094.0,0,4,5
4327894.0,1,4,5
4330332.0,2,4,5
4331906.0,2,4,5
4332161.0,1,4,5
4333404.0,2,4,5
4336398.0,0,4,5
4338719.0,0,4,5
4339043.0,0,4,5
4339458.0,1,4,5
4339917.0,2,4,5
4341707.0,0,4,5
4342117.0,0,4,5
4342634.0,0,4,5
4343431.0,0,4,5
4343572.0,0,4,5
4345812.0,0,4,5
4346080.0,2,4,5
4348775.0,1,4,5
4349533.0,0,4,5
4349789.0,0,4,5
4350281.0,1,4,5
4350981.0,2,4,5
4351766.0,1,4,5
4352398.0,0,4,5
4353755.0,0,4,5
4355546.0,1,4,5
4356125.0,0,4,5
4356243.0,1,4,5
4356654.0,0,4,5
4358119.0,0,4,5
4359367.0,1,4,5
4359879.0,2,4,5
4360736.0,0,4,5
4362205.0,0,4,5
4363364.0,1,4,5
4364105.0,0,4,5
4365082.0,0,4,5
4365448.0,0,4,5
4366448.0,0,4,5
4366900.0,1,4,5
4367887.0,0,4,5
4370058.0,0,4,5
4370376.0,0,4,5
4371938.0,0,4,5
4372713.0,1,4,5
4373486.0,0,4,5
4374564.0,1,4,5
4374666.0,0,4,5
4374801.0,0,4,5
4375744.0,0,4,5
4376836.0,0,4,5
4377102.0,2,4,5
4378078.0,0,4,5
4378878.0,0,4,5
4379038.0,0,4,5
4380409.0,0,4,5
4380562.0,1,4,5
4381157.0,2,4,5
4381556.0,1,4,5
4384399.0,0,4,5
4384497.0,0,4,5
4386383.0,0,4,5
4386625.0,2,4,5
4386816.0,1,4,5
4387905.0,0,4,5
4388963.0,0,4,5
4390707.0,0,4,5
4392056.0,0,4,5
4392923.0,0,4,5
4394529.0,0,4,5
4395219.0,0,4,5
4395535.0,2,4,5
4395910.0,2,4,5
4396736.0,2,4,5
4397036.0,1,4,5
4401326.0,2,4,5
4403538.0,0,4,5
4404150.0,1,4,5
4405207.0,0,4,5
4405639.0,2,4,5
4407082.0,2,4,5
4409210.0,0,4,5
4409514.0,0,4,5
4410290.0,2,4,5
4410653.0,1,4,5
4411147.0,0,4,5
4413146.0,0,4,5
4413525.0,0,4,5
4413892.0,0,4,5
4414918.0,0,4,5
4416543.0,0,4,5
4417021.0,0,4,5
4417510.0,0,4,5
4417734.0,0,4,5
4418385.0,0,4,5
4419970.0,1,4,5
4420416.0,0,4,5
4421340.0,0,4,5
4421874.0,0,4,5
4423532.0,2,4,5
4423895.0,1,4,5
4424379.0,0,4,5
4426413.0,2,4,5
4426514.0,0,4,5
4427752.0,0,4,5
4428637.0,1,4,5
4429139.0,0,4,5
4431584.0,0,4,5
4432691.0,2,4,5
4433818.0,2,4,5
4435878.0,0,4,5
4437646.0,0,4,5
4437778.0,0,4,5
4438237.0,0,4,5
4438880.0,0,4,5
4439107.0,1,4,5
4439605.0,2,4,5
4440946.0,2,4,5
4441193.0,1,4,5
4441841.0,0,4,5
4444796.0,2,4,5
4445306.0,0,4,5
4445954.0,0,4,5
4446333.0,2,4,5
4446811.0,1,4,5
4447736.0,0,4,5
4448057.0,0,4,5
4448202.0,0,4,5
4449072.0,0,4,5
4449890.0,0,4,5
4454575.0,0,4,5
4455017.0,0,4,5
4455217.0,0,4,5
4455671.0,1,4,5
4456342.0,1,4,5
4457032.0,0,4,5
4457804.0,2,4,5
4458993.0,2,4,5
4459440.0,0,4,5
4460302.0,0,4,5
4461506.0,1,4,5
4461756.0,2,4,5
4462123.0,1,4,5
4462668.0,0,4,5
4462922.0,0,4,5
4463514.0,0,4,5
4464427.0,0,4,5
4466335.0,0,4,5
4467535.0,0,4,5
4468172.0,1,4,5
4468708.0,0,4,5
4469910.0,1,4,5
4470170.0,0,4,5
4470358.0,1,4,5
4470646.0,0,4,5
4470842.0,0,4,5
4471400.0,0,4,5
4474120.0,0,4,5
4474308.0,0,4,5
4474912.0,2,4,5
4475475.0,1,4,5
4476720.0,0,4,5
4478236.0,1,4,5
4479078.0,0,4,5
4479325.0,1,4,5
4480341.0,1,4,5
4480666.0,1,4,5
4481231.0,0,4,5
4484671.0,0,4,5
4486102.0,0,4,5
4486774.0,1,4,5
4487284.0,2,4,5
4488441.0,0,4,5
4489066.0,0,4,5
4489203.0,1,4,5
4489385.0,0,4,5
4490861.0,0,4,5
4491043.0,1,4,5
4493751.0,2,4,5
4494807.0,0,4,5
4494999.0,0,4,5
4495427.0,1,4,5
4495526.0,0,4,5
4497133.0,0,4,5
4497836.0,0,4,5
4498158.0,0,4,5
4498721.0,0,4,5
4498885.0,0,4,5
4500219.0,0,4,5
4501935.0,0,4,5
4502445.0,1,4,5
4502780.0,0,4,5
4503865.0,0,4,5
4504927.0,0,4,5
4509511.0,0,4,5
4509811.0,0,4,5
4511001.0,0,4,5
4512924.0,1,4,5
4513792.0,2,4,5
4515359.0,0,4,5
4516156.0,0,4,5
4517368.0,1,4,5
4518121.0,0,4,5
4518700.0,1,4,5
4518893.0,1,4,5
4521610.0,2,4,5
4525787.0,0,4,5
4526984.0,2,4,5
4527191.0,1,4,5
4527496.0,2,4,5
4528208.0,0,4,5
4529179.0,1,4,5
4529331.0,0,4,5
4529670.0,0,4,5
4530499.0,0,4,5
4530676.0,1,4,5
4531151.0,1,4,5
4531420.0,0,4,5
4531760.0,0,4,5
4532771.0,0,4,5
4534623.0,0,4,5
4537536.0,0,4,5
4538843.0,0,4,5
4540064.0,0,4,5
4540697.0,1,4,5
4540885.0,0,4,5
4541232.0,2,4,5
4542175.0,0,4,5
4542765.0,0,4,5
4543063.0,0,4,5
4543392.0,0,4,5
4544471.0,1,4,5
4544751.0,0,4,5
4546012.0,1,4,5
4547291.0,0,4,5
4548227.0,1,4,5
4548750.0,0,4,5
4551894.0,0,4,5
4552346.0,0,4,5
4552532.0,2,4,5
4554886.0,0,4,5
4555612.0,2,4,5
4556672.0,1,4,5
4557327.0,2,4,5
4557503.0,0,4,5
4557640.0,0,4,5
4560809.0,0,4,5
4561503.0,0,4,5
4563684.0,0,4,5
4564978.0,0,4,5
4565518.0,1,4,5
4566838.0,2,4,5
4568434.0,2,4,5
4569335.0,0,4,5
4569447.0,0,4,5
4569807.0,0,4,5
4571452.0,0,4,5
4571575.0,2,4,5
4572595.0,0,4,5
4572912.0,2,4,5
4575701.0,2,4,5
4577808.0,0,4,5
4581354.0,0,4,5
4582379.0,1,4,5
4582789.0,1,4,5
4582952.0,0,4,5
4583051.0,0,4,5
4583197.0,0,4,5
4584391.0,0,4,5
4585306.0,0,4,5
4585664.0,0,4,5
4587816.0,0,4,5
4588331.0,0,4,5
4589109.0,0,4,5
4589372.0,0,4,5
4589635.0,0,4,5
4589817.0,0,4,5
4590642.0,1,4,5
4591473.0,1,4,5
4591878.0,0,4,5
4592781.0,2,4,5
4593073.0,0,4,5
4593212.0,0,4,5
4593911.0,1,4,5
4594099.0,1,4,5
4595110.0,2,4,5
4595289.0,0,4,5
4595903.0,0,4,5
4596376.0,2,4,5
4597247.0,0,4,5
4597504.0,1,4,5
4598039.0,0,4,5
4598189.0,0,4,5
4599049.0,0,4,5
4599277.0,1,4,5
4600641.0,0,4,5
4601268.0,0,4,5
4601887.0,1,4,5
4602284.0,2,4,5
4602557.0,2,4,5
4603565.0,2,4,5
4603685.0,0,4,5
4603867.0,0,4,5
4604255.0,2,4,5
4605980.0,0,4,5
4606212.0,0,4,5
4606544.0,0,4,5
4608560.0,2,4,5
4608811.0,0,4,5
4610363.0,0,4,5
4610655.0,1,4,5
4611841.0,0,4,5
4612940.0,0,4,5
4613134.0,0,4,5
4616819.0,1,4,5
4622353.0,0,4,5
4622618.0,0,4,5
4624931.0,2,4,5
4625630.0,0,4,5
4626415.0,0,4,5
4626710.0,0,4,5
4626956.0,1,4,5
4627474.0,0,4,5
4629253.0,0,4,5
4629814.0,2,4,5
4630169.0,2,4,5
4630309.0,0,4,5
4631340.0,0,4,5
4631456.0,0,4,5
4631623.0,2,4,5
4632221.0,2,4,5
4632644.0,2,4,5
4635727.0,0,4,5
4636905.0,2,4,5
4639050.0,0,4,5
4639667.0,0,4,5
4639792.0,0,4,5
4640140.0,0,4,5
4640364.0,0,4,5
4640891.0,0,4,5
4642142.0,0,4,5
4642796.0,0,4,5
4645240.0,0,4,5
4646188.0,0,4,5
4649627.0,0,4,5
4650763.0,0,4,5
4650870.0,0,4,5
4652072.0,0,4,5
4652997.0,0,4,5
4653170.0,0,4,5
4653538.0,0,4,5
4653793.0,0,4,5
4654395.0,0,4,5
4655021.0,1,4,5
4655236.0,1,4,5
4655760.0,0,4,5
4657210.0,1,4,5
4657362.0,2,4,5
4657453.0,0,4,5
4659657.0,1,4,5
4660044.0,0,4,5
4660772.0,1,4,5
4662387.0,1,4,5
4665114.0,2,4,5
4665466.0,0,4,5
4667688.0,2,4,5
4669786.0,0,4,5
4670819.0,0,4,5
4671013.0,0,4,5
4671434.0,0,4,5
4672052.0,2,4,5
4672526.0,0,4,5
4674291.0,2,4,5
4674803.0,0,4,5
4675514.0,0,4,5
4675831.0,0,4,5
4676048.0,0,4,5
4678892.0,0,4,5
4679032.0,0,4,5
4679286.0,0,4,5
4679633.0,2,4,5
4684103.0,1,4,5
4684260.0,0,4,5
4684611.0,0,4,5
4685052.0,2,4,5
4685846.0,0,4,5
4686425.0,0,4,5
4687549.0,0,4,5
4689513.0,2,4,5
4690028.0,0,4,5
4690914.0,0,4,5
4692623.0,0,4,5
4694321.0,2,4,5
4694576.0,0,4,5
4695288.0,0,4,5
4697073.0,0,4,5
4697412.0,0,4,5
4697682.0,0,4,5
4697974.0,0,4,5
4698136.0,2,4,5
4698326.0,2,4,5
4699937.0,1,4,5
4702559.0,0,4,5
4703276.0,0,4,5
4704684.0,0,4,5
4704886.0,0,4,5
4705370.0,0,4,5
4705623.0,2,4,5
4705879.0,1,4,5
4706225.0,0,4,5
4707232.0,1,4,5
4707784.0,0,4,5
4708101.0,0,4,5
4708651.0,0,4,5
4709430.0,0,4,5
4710471.0,1,4,5
4710886.0,0,4,5
4711564.0,0,4,5
4712102.0,0,4,5
4712333.0,0,4,5
4712688.0,0,4,5
4713524.0,0,4,5
4713658.0,2,4,5
4715982.0,0,4,5
4716276.0,0,4,5
4716613.0,0,4,5
4716976.0,0,4,5
4717778.0,0,4,5
4718842.0,0,4,5
4719115.0,2,4,5
4721724.0,0,4,5
4722619.0,2,4,5
4726064.0,0,4,5
4726644.0,2,4,5
4727001.0,0,4,5
4727091.0,1,4,5
4728070.0,0,4,5
4728362.0,1,4,5
4730039.0,1,4,5
4730386.0,0,4,5
4731714.0,1,4,5
4731870.0,0,4,5
4734251.0,0,4,5
4736235.0,2,4,5
4737934.0,0,4,5
4738347.0,2,4,5
4738526.0,0,4,5
4739117.0,2,4,5
4740317.0,1,4,5
4740579.0,0,4,5
4741987.0,0,4,5
4742637.0,0,4,5
4744375.0,2,4,5
4744610.0,0,4,5
4745136.0,0,4,5
4746292.0,2,4,5
4747776.0,2,4,5
4747856.0,0,4,5
4748674.0,1,4,5
4751277.0,0,4,5
4751504.0,0,4,5
4751746.0,1,4,5
4752983.0,2,4,5
4753143.0,1,4,5
4753990.0,0,4,5
4755644.0,0,4,5
4756705.0,1,4,5
4756806.0,0,4,5
4757312.0,0,4,5
4758032.0,1,4,5
4758392.0,1,4,5
4758841.0,0,4,5
4760765.0,2,4,5
4761001.0,0,4,5
4763458.0,1,4,5
4764507.0,2,4,5
4765231.0,0,4,5
4766302.0,0,4,5
4767887.0,1,4,5
4770028.0,0,4,5
4771822.0,0,4,5
4774924.0,2,4,5
4775023.0,1,4,5
4776840.0,0,4,5
4777789.0,1,4,5
4779065.0,0,4,5
4780149.0,0,4,5
4781478.0,0,4,5
4782936.0,1,4,5
4784546.0,0,4,5
4785080.0,0,4,5
4785518.0,0,4,5
4786344.0,0,4,5
4787194.0,0,4,5
4787625.0,0,4,5
4788581.0,0,4,5
4788665.0,0,4,5
4790540.0,0,4,5
4791104.0,1,4,5
4791307.0,0,4,5
4791609.0,2,4,5
4792950.0,0,4,5
4795333.0,1,4,5
4796497.0,0,4,5
4797101.0,0,4,5
4797333.0,0,4,5
4797670.0,2,4,5
4799590.0,0,4,5
4800559.0,0,4,5
4800677.0,0,4,5
4800875.0,1,4,5
4801733.0,2,4,5
4801814.0,0,4,5
4802880.0,0,4,5
4803822.0,0,4,5
4804619.0,1,4,5
4805167.0,0,4,5
4805299.0,0,4,5
4806112.0,2,4,5
4806382.0,0,4,5
4806565.0,0,4,5
4807064.0,1,4,5
4807852.0,0,4,5
4808606.0,1,4,5
4808904.0,0,4,5
4809361.0,1,4,5
4811017.0,2,4,5
4811678.0,0,4,5
4812111.0,1,4,5
4814517.0,0,4,5
4815721.0,2,4,5
4815881.0,2,4,5
4818548.0,0,4,5
4818681.0,2,4,5
4818882.0,0,4,5
4819434.0,2,4,5
4820369.0,0,4,5
4821508.0,0,4,5
4822878.0,0,4,5
4824826.0,0,4,5
4825371.0,0,4,5
4825710.0,0,4,5
4827249.0,2,4,5
4828221.0,0,4,5
4829295.0,0,4,5
4829614.0,0,4,5
4830340.0,0,4,5
4831263.0,2,4,5
4831607.0,0,4,5
4832145.0,2,4,5
4832281.0,1,4,5
4834425.0,1,4,5
4834964.0,1,4,5
4835106.0,0,4,5
